,user_id,questionnaire_id,created_at,s01,s02,s03,s04,s05,s06,s07,s08
4045,1354,6,2020-07-13 20:39:29.620253166,YES,61,50.0,84.0,0.0,33.0,22.0,YES
5525,1354,6,2020-07-18 02:25:49.367088608,YES,58,30.0,35.0,23.0,28.0,70.0,NO
4722,1354,6,2020-07-22 08:12:09.113924052,YES,33,19.0,86.0,15.0,20.0,23.0,NO
1351,1354,6,2020-07-26 13:58:28.860759494,NO,41,15.0,74.0,23.0,0.0,16.0,NO
2346,1354,6,2020-07-30 19:44:48.607594938,YES,51,35.0,47.0,0.0,0.0,0.0,NO
6962,1354,6,2020-08-04 01:31:08.354430380,YES,54,53.0,98.0,6.0,44.0,31.0,NO
7232,1354,6,2020-08-08 07:17:28.101265824,YES,82,75.0,76.0,25.0,0.0,0.0,NO
1189,1354,6,2020-08-12 13:03:47.848101268,YES,26,24.0,71.0,20.0,28.0,40.0,NO
3779,1354,6,2020-08-16 18:50:07.594936710,YES,85,89.0,100.0,0.0,0.0,17.0,NO
1906,1354,6,2020-08-21 00:36:27.341772152,YES,96,97.0,64.0,57.0,43.0,42.0,NO
184,1354,6,2020-08-25 06:22:47.088607596,YES,96,75.0,78.0,54.0,56.0,80.0,YES
3306,1354,6,2020-08-29 12:09:06.835443040,YES,86,85.0,100.0,0.0,0.0,14.0,NO
2123,1354,6,2020-09-02 17:55:26.582278484,YES,92,28.0,88.0,13.0,16.0,94.0,YES
5370,1354,6,2020-09-06 23:41:46.329113924,YES,19,22.0,100.0,8.0,21.0,38.0,NO
5294,1354,6,2020-09-11 05:28:06.075949368,YES,99,87.0,75.0,45.0,74.0,,NO
2592,1354,6,2020-09-15 11:14:25.822784812,YES,79,78.0,100.0,0.0,0.0,26.0,NO
751,1354,6,2020-09-19 17:00:45.569620256,YES,79,33.0,83.0,23.0,18.0,40.0,YES
654,1354,6,2020-09-23 22:47:05.316455696,YES,52,57.0,48.0,33.0,64.0,64.0,YES
6440,1354,6,2020-09-28 04:33:25.063291140,YES,55,61.0,47.0,64.0,59.0,45.0,NO
6140,1354,6,2020-10-02 10:19:44.810126584,YES,78,51.0,100.0,0.0,52.0,34.0,NO
7334,1354,6,2020-10-06 16:06:04.556962028,YES,78,64.0,19.0,0.0,23.0,17.0,NO
993,1354,6,2020-10-10 21:52:24.303797468,YES,46,46.0,49.0,48.0,6.0,8.0,NO
7344,1354,6,2020-10-15 03:38:44.050632912,YES,75,73.0,92.0,8.0,70.0,92.0,YES
2224,1354,6,2020-10-19 09:25:03.797468356,YES,95,90.0,70.0,45.0,41.0,45.0,NO
6668,1354,6,2020-10-23 15:11:23.544303800,YES,87,42.0,96.0,11.0,31.0,36.0,NO
5371,1354,6,2020-10-27 20:57:43.291139244,YES,27,24.0,100.0,0.0,22.0,16.0,NO
5067,1354,6,2020-11-01 02:44:03.037974684,YES,38,40.0,74.0,34.0,34.0,25.0,NO
387,1354,6,2020-11-05 08:30:22.784810128,YES,60,80.0,70.0,49.0,55.0,55.0,YES
1648,1354,6,2020-11-09 14:16:42.531645572,YES,46,48.0,47.0,48.0,31.0,33.0,NO
6720,1354,6,2020-11-13 20:03:02.278481016,YES,78,49.0,91.0,11.0,35.0,16.0,NO
5143,1354,6,2020-11-18 01:49:22.025316456,YES,77,82.0,100.0,0.0,78.0,100.0,NO
1463,1354,6,2020-11-22 07:35:41.772151900,YES,81,80.0,83.0,23.0,64.0,75.0,NO
5169,1354,6,2020-11-26 13:22:01.518987344,YES,57,27.0,63.0,50.0,0.0,28.0,NO
5036,1354,6,2020-11-30 19:08:21.265822788,YES,75,78.0,51.0,68.0,69.0,75.0,NO
1103,1354,6,2020-12-05 00:54:41.012658228,YES,39,40.0,82.0,8.0,53.0,52.0,NO
4854,1354,6,2020-12-09 06:41:00.759493672,YES,74,21.0,90.0,1.0,6.0,12.0,NO
1422,1354,6,2020-12-13 12:27:20.506329116,YES,35,25.0,75.0,27.0,30.0,28.0,NO
6393,1354,6,2020-12-17 18:13:40.253164560,YES,85,78.0,24.0,0.0,13.0,59.0,NO
1345,1354,6,2020-12-22 00:00:00,YES,52,51.0,50.0,38.0,0.0,0.0,NO
6671,1355,6,2020-01-22 00:00:00,YES,49,20.0,100.0,0.0,26.0,11.0,NO
4557,1355,6,2020-01-25 09:12:43.636363636,YES,45,46.0,100.0,0.0,17.0,46.0,NO
506,1355,6,2020-01-28 18:25:27.272727272,NO,23,14.0,86.0,5.0,0.0,6.0,NO
5596,1355,6,2020-02-01 03:38:10.909090909,YES,72,53.0,83.0,49.0,0.0,0.0,NO
5805,1355,6,2020-02-04 12:50:54.545454545,NO,51,47.0,100.0,0.0,18.0,15.0,
1974,1355,6,2020-02-07 22:03:38.181818182,YES,35,35.0,69.0,27.0,55.0,45.0,NO
1441,1355,6,2020-02-11 07:16:21.818181818,YES,5,3.0,96.0,4.0,8.0,2.0,NO
2711,1355,6,2020-02-14 16:29:05.454545454,YES,52,63.0,47.0,47.0,54.0,100.0,NO
5090,1355,6,2020-02-18 01:41:49.090909091,YES,73,61.0,32.0,27.0,25.0,54.0,NO
3254,1355,6,2020-02-21 10:54:32.727272727,YES,57,24.0,87.0,18.0,48.0,49.0,NO
2498,1355,6,2020-02-24 20:07:16.363636364,YES,29,21.0,74.0,1.0,0.0,0.0,YES
4809,1355,6,2020-02-28 05:20:00,NO,35,33.0,100.0,0.0,18.0,11.0,
127,1355,6,2020-03-02 14:32:43.636363636,YES,21,23.0,92.0,4.0,35.0,0.0,NO
3088,1355,6,2020-03-05 23:45:27.272727273,YES,78,51.0,81.0,2.0,1.0,24.0,YES
851,1355,6,2020-03-09 08:58:10.909090909,YES,89,48.0,84.0,40.0,5.0,84.0,YES
6875,1355,6,2020-03-12 18:10:54.545454545,YES,17,24.0,67.0,20.0,11.0,16.0,NO
6017,1355,6,2020-03-16 03:23:38.181818182,NO,51,35.0,100.0,16.0,18.0,35.0,NO
3610,1355,6,2020-03-19 12:36:21.818181818,YES,83,16.0,82.0,15.0,6.0,25.0,YES
4213,1355,6,2020-03-22 21:49:05.454545455,YES,95,96.0,100.0,0.0,1.0,2.0,NO
763,1355,6,2020-03-26 07:01:49.090909091,YES,77,73.0,59.0,55.0,31.0,35.0,YES
441,1355,6,2020-03-29 16:14:32.727272728,NO,8,9.0,96.0,0.0,2.0,7.0,NO
3481,1355,6,2020-04-02 01:27:16.363636364,YES,86,84.0,60.0,0.0,4.0,8.0,NO
3523,1355,6,2020-04-05 10:40:00,YES,48,43.0,62.0,34.0,34.0,33.0,YES
7328,1355,6,2020-04-08 19:52:43.636363637,YES,36,26.0,97.0,2.0,14.0,23.0,NO
4164,1355,6,2020-04-12 05:05:27.272727273,YES,86,43.0,69.0,37.0,43.0,40.0,NO
553,1355,6,2020-04-15 14:18:10.909090909,NO,18,0.0,91.0,0.0,0.0,0.0,NO
742,1355,6,2020-04-18 23:30:54.545454546,NO,42,36.0,43.0,49.0,42.0,29.0,NO
6892,1355,6,2020-04-22 08:43:38.181818182,YES,83,56.0,92.0,6.0,3.0,27.0,NO
4508,1355,6,2020-04-25 17:56:21.818181818,YES,28,24.0,96.0,0.0,25.0,22.0,
3170,1355,6,2020-04-29 03:09:05.454545455,YES,84,69.0,87.0,8.0,4.0,14.0,YES
1144,1355,6,2020-05-02 12:21:49.090909091,YES,2,0.0,85.0,0.0,0.0,0.0,YES
5030,1355,6,2020-05-05 21:34:32.727272728,YES,69,18.0,74.0,17.0,0.0,0.0,
531,1355,6,2020-05-09 06:47:16.363636364,NO,0,0.0,100.0,1.0,0.0,32.0,NO
381,1355,6,2020-05-12 16:00:00,YES,75,90.0,77.0,19.0,16.0,82.0,YES
746,1355,6,2020-05-16 01:12:43.636363636,YES,74,69.0,55.0,47.0,65.0,66.0,NO
5347,1355,6,2020-05-19 10:25:27.272727274,YES,29,26.0,83.0,27.0,25.0,28.0,NO
5161,1355,6,2020-05-22 19:38:10.909090910,YES,55,51.0,28.0,52.0,27.0,33.0,NO
5431,1355,6,2020-05-26 04:50:54.545454546,NO,72,33.0,75.0,9.0,15.0,50.0,NO
1652,1355,6,2020-05-29 14:03:38.181818182,YES,38,31.0,67.0,24.0,20.0,13.0,YES
4326,1355,6,2020-06-01 23:16:21.818181818,YES,79,36.0,79.0,29.0,31.0,33.0,NO
5199,1355,6,2020-06-05 08:29:05.454545456,NO,59,32.0,82.0,0.0,12.0,56.0,NO
4789,1355,6,2020-06-08 17:41:49.090909092,YES,20,29.0,100.0,0.0,25.0,30.0,NO
4123,1355,6,2020-06-12 02:54:32.727272728,YES,80,37.0,83.0,23.0,25.0,25.0,NO
1387,1355,6,2020-06-15 12:07:16.363636364,YES,71,21.0,67.0,85.0,19.0,70.0,NO
574,1355,6,2020-06-18 21:20:00,YES,82,58.0,67.0,38.0,13.0,9.0,YES
1960,1355,6,2020-06-22 06:32:43.636363636,YES,99,38.0,92.0,15.0,1.0,16.0,YES
1049,1355,6,2020-06-25 15:45:27.272727274,YES,29,29.0,36.0,33.0,16.0,32.0,NO
6494,1355,6,2020-06-29 00:58:10.909090910,YES,27,6.0,94.0,3.0,20.0,40.0,NO
4046,1355,6,2020-07-02 10:10:54.545454546,YES,86,38.0,80.0,32.0,32.0,34.0,NO
7276,1355,6,2020-07-05 19:23:38.181818182,YES,37,22.0,100.0,0.0,10.0,32.0,NO
238,1355,6,2020-07-09 04:36:21.818181818,YES,83,92.0,71.0,51.0,54.0,52.0,NO
5595,1355,6,2020-07-12 13:49:05.454545456,YES,22,19.0,46.0,14.0,0.0,13.0,NO
5038,1355,6,2020-07-15 23:01:49.090909092,NO,68,24.0,88.0,3.0,1.0,40.0,NO
5232,1355,6,2020-07-19 08:14:32.727272728,YES,17,12.0,68.0,12.0,15.0,,NO
6051,1355,6,2020-07-22 17:27:16.363636364,YES,48,19.0,63.0,38.0,2.0,21.0,NO
7156,1355,6,2020-07-26 02:40:00,NO,72,57.0,93.0,10.0,83.0,73.0,NO
663,1355,6,2020-07-29 11:52:43.636363636,YES,4,4.0,93.0,3.0,4.0,4.0,NO
304,1355,6,2020-08-01 21:05:27.272727274,YES,70,52.0,21.0,18.0,8.0,29.0,NO
6916,1355,6,2020-08-05 06:18:10.909090910,YES,80,10.0,85.0,15.0,0.0,1.0,NO
1398,1355,6,2020-08-08 15:30:54.545454546,YES,4,2.0,93.0,4.0,3.0,2.0,NO
5670,1355,6,2020-08-12 00:43:38.181818182,YES,20,15.0,60.0,40.0,0.0,0.0,YES
5517,1355,6,2020-08-15 09:56:21.818181818,YES,17,18.0,30.0,13.0,0.0,11.0,NO
84,1355,6,2020-08-18 19:09:05.454545456,YES,68,61.0,74.0,23.0,69.0,52.0,NO
3097,1355,6,2020-08-22 04:21:49.090909092,YES,71,75.0,47.0,31.0,68.0,85.0,NO
2862,1355,6,2020-08-25 13:34:32.727272728,NO,2,6.0,69.0,37.0,0.0,25.0,NO
1897,1355,6,2020-08-28 22:47:16.363636364,YES,98,93.0,100.0,0.0,10.0,0.0,NO
4925,1355,6,2020-09-01 08:00:00,YES,23,10.0,67.0,10.0,16.0,16.0,NO
116,1355,6,2020-09-04 17:12:43.636363636,YES,93,94.0,81.0,75.0,35.0,82.0,YES
5429,1355,6,2020-09-08 02:25:27.272727272,YES,84,84.0,10.0,25.0,,23.0,NO
6746,1355,6,2020-09-11 11:38:10.909090908,NO,22,22.0,100.0,4.0,16.0,76.0,NO
1077,1355,6,2020-09-14 20:50:54.545454548,NO,44,24.0,66.0,23.0,13.0,34.0,NO
3911,1355,6,2020-09-18 06:03:38.181818184,YES,86,38.0,89.0,22.0,10.0,22.0,YES
5946,1355,6,2020-09-21 15:16:21.818181820,NO,50,29.0,94.0,5.0,43.0,25.0,NO
6619,1355,6,2020-09-25 00:29:05.454545456,NO,9,10.0,65.0,10.0,2.0,2.0,YES
657,1355,6,2020-09-28 09:41:49.090909092,YES,84,83.0,64.0,49.0,72.0,78.0,NO
3907,1355,6,2020-10-01 18:54:32.727272728,YES,79,48.0,79.0,25.0,32.0,30.0,NO
5614,1355,6,2020-10-05 04:07:16.363636364,NO,34,34.0,94.0,4.0,14.0,18.0,NO
585,1355,6,2020-10-08 13:20:00,YES,69,63.0,100.0,0.0,62.0,56.0,NO
2915,1355,6,2020-10-11 22:32:43.636363636,YES,79,4.0,85.0,10.0,1.0,18.0,YES
2372,1355,6,2020-10-15 07:45:27.272727272,YES,73,68.0,61.0,58.0,33.0,25.0,NO
4638,1355,6,2020-10-18 16:58:10.909090912,YES,29,32.0,54.0,27.0,29.0,25.0,NO
1726,1355,6,2020-10-22 02:10:54.545454548,YES,7,3.0,83.0,5.0,0.0,24.0,YES
5004,1355,6,2020-10-25 11:23:38.181818184,YES,76,58.0,29.0,51.0,26.0,44.0,NO
7190,1355,6,2020-10-28 20:36:21.818181820,YES,75,35.0,97.0,2.0,10.0,21.0,YES
2627,1355,6,2020-11-01 05:49:05.454545456,YES,32,13.0,71.0,17.0,6.0,19.0,YES
18,1355,6,2020-11-04 15:01:49.090909092,YES,30,33.0,35.0,36.0,37.0,28.0,NO
3732,1355,6,2020-11-08 00:14:32.727272728,YES,52,29.0,81.0,24.0,53.0,56.0,NO
682,1355,6,2020-11-11 09:27:16.363636364,YES,54,56.0,51.0,42.0,13.0,15.0,NO
2682,1355,6,2020-11-14 18:40:00,YES,60,57.0,52.0,40.0,29.0,29.0,YES
1691,1355,6,2020-11-18 03:52:43.636363636,NO,42,30.0,64.0,20.0,14.0,32.0,NO
6393,1355,6,2020-11-21 13:05:27.272727272,YES,85,78.0,24.0,0.0,13.0,59.0,NO
7083,1355,6,2020-11-24 22:18:10.909090912,YES,30,32.0,72.0,20.0,22.0,19.0,YES
2961,1355,6,2020-11-28 07:30:54.545454548,YES,82,73.0,60.0,58.0,33.0,33.0,NO
5877,1355,6,2020-12-01 16:43:38.181818184,YES,66,65.0,30.0,73.0,4.0,6.0,NO
1798,1355,6,2020-12-05 01:56:21.818181820,YES,6,5.0,91.0,6.0,9.0,9.0,NO
3013,1355,6,2020-12-08 11:09:05.454545456,YES,70,65.0,37.0,76.0,61.0,31.0,YES
6235,1355,6,2020-12-11 20:21:49.090909092,YES,17,6.0,86.0,7.0,4.0,4.0,NO
3160,1355,6,2020-12-15 05:34:32.727272728,NO,49,17.0,73.0,19.0,3.0,0.0,NO
5987,1355,6,2020-12-18 14:47:16.363636364,YES,73,60.0,63.0,27.0,20.0,,YES
7186,1355,6,2020-12-22 00:00:00,YES,37,29.0,100.0,5.0,27.0,13.0,NO
2941,1356,6,2020-01-22 00:00:00,YES,87,28.0,83.0,4.0,5.0,22.0,YES
5235,1356,6,2020-02-14 22:17:08.571428571,YES,83,71.0,67.0,59.0,,75.0,NO
3633,1356,6,2020-03-09 20:34:17.142857143,YES,84,24.0,84.0,20.0,31.0,31.0,NO
5730,1356,6,2020-04-02 18:51:25.714285714,YES,69,38.0,100.0,0.0,33.0,46.0,NO
3148,1356,6,2020-04-26 17:08:34.285714286,YES,73,73.0,82.0,69.0,22.0,54.0,NO
2893,1356,6,2020-05-20 15:25:42.857142858,YES,4,3.0,92.0,3.0,2.0,6.0,NO
2265,1356,6,2020-06-13 13:42:51.428571428,YES,27,33.0,69.0,33.0,50.0,54.0,NO
5319,1356,6,2020-07-07 12:00:00,YES,26,24.0,26.0,17.0,0.0,17.0,NO
1978,1356,6,2020-07-31 10:17:08.571428572,YES,5,4.0,98.0,5.0,4.0,5.0,NO
2879,1356,6,2020-08-24 08:34:17.142857144,YES,36,24.0,82.0,13.0,4.0,0.0,YES
5535,1356,6,2020-09-17 06:51:25.714285716,YES,78,31.0,87.0,21.0,0.0,0.0,NO
3566,1356,6,2020-10-11 05:08:34.285714288,YES,72,63.0,61.0,36.0,61.0,57.0,YES
3509,1356,6,2020-11-04 03:25:42.857142856,YES,53,48.0,59.0,34.0,32.0,27.0,YES
1373,1356,6,2020-11-28 01:42:51.428571428,YES,7,10.0,83.0,15.0,5.0,4.0,YES
5312,1356,6,2020-12-22 00:00:00,YES,87,85.0,61.0,46.0,75.0,1.0,NO
2178,1357,6,2020-01-22 00:00:00,YES,94,88.0,100.0,2.0,6.0,5.0,NO
1209,1357,6,2020-01-23 16:24:07.236180904,YES,51,36.0,52.0,42.0,33.0,33.0,YES
4873,1357,6,2020-01-25 08:48:14.472361809,YES,17,17.0,72.0,13.0,21.0,17.0,NO
1704,1357,6,2020-01-27 01:12:21.708542713,YES,43,52.0,56.0,24.0,12.0,43.0,NO
4473,1357,6,2020-01-28 17:36:28.944723618,YES,39,41.0,100.0,0.0,0.0,0.0,
3186,1357,6,2020-01-30 10:00:36.180904522,YES,55,43.0,51.0,41.0,27.0,58.0,YES
4053,1357,6,2020-02-01 02:24:43.417085427,YES,54,52.0,93.0,45.0,47.0,52.0,NO
2916,1357,6,2020-02-02 18:48:50.653266331,YES,87,0.0,89.0,5.0,0.0,22.0,YES
2397,1357,6,2020-02-04 11:12:57.889447236,YES,80,75.0,85.0,44.0,35.0,35.0,NO
1393,1357,6,2020-02-06 03:37:05.125628140,YES,50,33.0,73.0,5.0,0.0,0.0,NO
4868,1357,6,2020-02-07 20:01:12.361809045,YES,24,25.0,41.0,24.0,28.0,24.0,NO
1536,1357,6,2020-02-09 12:25:19.597989949,YES,70,63.0,100.0,0.0,0.0,0.0,NO
4343,1357,6,2020-02-11 04:49:26.834170854,YES,64,6.0,97.0,2.0,0.0,17.0,YES
5225,1357,6,2020-02-12 21:13:34.070351759,YES,18,20.0,,,27.0,16.0,NO
6374,1357,6,2020-02-14 13:37:41.306532663,YES,82,20.0,95.0,12.0,10.0,49.0,YES
5853,1357,6,2020-02-16 06:01:48.542713568,YES,69,69.0,57.0,73.0,64.0,60.0,NO
3485,1357,6,2020-02-17 22:25:55.778894472,YES,83,85.0,100.0,0.0,,0.0,NO
2342,1357,6,2020-02-19 14:50:03.015075377,YES,79,76.0,100.0,0.0,8.0,25.0,NO
1875,1357,6,2020-02-21 07:14:10.251256281,YES,50,48.0,48.0,34.0,0.0,0.0,NO
3492,1357,6,2020-02-22 23:38:17.487437186,NO,45,20.0,69.0,11.0,12.0,8.0,YES
5734,1357,6,2020-02-24 16:02:24.723618090,YES,52,44.0,38.0,66.0,73.0,71.0,NO
1167,1357,6,2020-02-26 08:26:31.959798995,NO,39,20.0,87.0,17.0,0.0,7.0,NO
296,1357,6,2020-02-28 00:50:39.195979899,NO,44,22.0,48.0,22.0,12.0,62.0,NO
6840,1357,6,2020-02-29 17:14:46.432160804,YES,92,52.0,95.0,3.0,40.0,39.0,NO
3470,1357,6,2020-03-02 09:38:53.668341709,YES,77,14.0,89.0,4.0,0.0,22.0,YES
2859,1357,6,2020-03-04 02:03:00.904522613,YES,83,79.0,61.0,55.0,58.0,58.0,NO
433,1357,6,2020-03-05 18:27:08.140703518,YES,87,84.0,66.0,60.0,76.0,56.0,NO
4222,1357,6,2020-03-07 10:51:15.376884422,YES,84,41.0,77.0,38.0,37.0,38.0,NO
5588,1357,6,2020-03-09 03:15:22.613065327,YES,90,51.0,92.0,15.0,52.0,48.0,NO
3726,1357,6,2020-03-10 19:39:29.849246231,YES,48,50.0,39.0,28.0,34.0,35.0,YES
7290,1357,6,2020-03-12 12:03:37.085427136,YES,28,27.0,83.0,16.0,31.0,30.0,NO
1440,1357,6,2020-03-14 04:27:44.321608040,YES,72,18.0,75.0,3.0,1.0,34.0,NO
5986,1357,6,2020-03-15 20:51:51.557788945,YES,63,31.0,23.0,9.0,53.0,88.0,NO
3493,1357,6,2020-03-17 13:15:58.793969850,YES,67,55.0,62.0,28.0,44.0,24.0,YES
991,1357,6,2020-03-19 05:40:06.030150754,YES,4,5.0,96.0,4.0,6.0,2.0,NO
2977,1357,6,2020-03-20 22:04:13.266331659,YES,86,83.0,100.0,0.0,0.0,4.0,NO
3362,1357,6,2020-03-22 14:28:20.502512563,YES,87,81.0,100.0,0.0,2.0,3.0,NO
861,1357,6,2020-03-24 06:52:27.738693468,YES,46,51.0,82.0,28.0,31.0,32.0,NO
1822,1357,6,2020-03-25 23:16:34.974874372,YES,60,51.0,53.0,42.0,2.0,6.0,NO
294,1357,6,2020-03-27 15:40:42.211055277,YES,86,85.0,59.0,44.0,92.0,70.0,YES
3101,1357,6,2020-03-29 08:04:49.447236181,YES,83,100.0,75.0,89.0,33.0,45.0,NO
6715,1357,6,2020-03-31 00:28:56.683417086,NO,14,0.0,69.0,0.0,3.0,4.0,YES
2613,1357,6,2020-04-01 16:53:03.919597990,YES,87,86.0,77.0,47.0,35.0,38.0,NO
4015,1357,6,2020-04-03 09:17:11.155778895,YES,82,2.0,93.0,2.0,1.0,12.0,YES
5728,1357,6,2020-04-05 01:41:18.391959799,YES,26,12.0,82.0,8.0,8.0,,NO
1989,1357,6,2020-04-06 18:05:25.628140704,YES,33,31.0,83.0,13.0,73.0,51.0,NO
41,1357,6,2020-04-08 10:29:32.864321608,YES,51,35.0,75.0,34.0,60.0,59.0,NO
905,1357,6,2020-04-10 02:53:40.100502513,YES,37,40.0,65.0,32.0,28.0,20.0,YES
6891,1357,6,2020-04-11 19:17:47.336683418,YES,86,46.0,94.0,12.0,31.0,48.0,NO
4334,1357,6,2020-04-13 11:41:54.572864322,YES,56,54.0,72.0,31.0,31.0,54.0,NO
585,1357,6,2020-04-15 04:06:01.809045227,YES,69,63.0,100.0,0.0,62.0,56.0,NO
4062,1357,6,2020-04-16 20:30:09.045226131,YES,83,71.0,100.0,0.0,0.0,34.0,NO
4951,1357,6,2020-04-18 12:54:16.281407036,NO,5,3.0,96.0,0.0,0.0,21.0,NO
5548,1357,6,2020-04-20 05:18:23.517587940,YES,76,56.0,88.0,23.0,0.0,21.0,NO
4138,1357,6,2020-04-21 21:42:30.753768845,YES,89,34.0,84.0,13.0,12.0,51.0,YES
691,1357,6,2020-04-23 14:06:37.989949749,NO,51,23.0,43.0,31.0,18.0,28.0,NO
960,1357,6,2020-04-25 06:30:45.226130654,YES,71,75.0,63.0,38.0,56.0,28.0,YES
5118,1357,6,2020-04-26 22:54:52.462311558,NO,40,33.0,93.0,6.0,16.0,0.0,NO
3686,1357,6,2020-04-28 15:18:59.698492463,YES,84,2.0,90.0,2.0,2.0,20.0,YES
527,1357,6,2020-04-30 07:43:06.934673367,YES,5,2.0,98.0,3.0,3.0,4.0,NO
5346,1357,6,2020-05-02 00:07:14.170854272,YES,49,42.0,64.0,28.0,13.0,32.0,NO
363,1357,6,2020-05-03 16:31:21.407035176,YES,5,6.0,97.0,5.0,6.0,5.0,NO
736,1357,6,2020-05-05 08:55:28.643216080,YES,78,75.0,57.0,56.0,69.0,63.0,NO
7207,1357,6,2020-05-07 01:19:35.879396986,YES,22,29.0,100.0,0.0,25.0,22.0,NO
7202,1357,6,2020-05-08 17:43:43.115577890,YES,15,19.0,81.0,12.0,16.0,16.0,NO
6818,1357,6,2020-05-10 10:07:50.351758794,YES,38,29.0,100.0,0.0,2.0,53.0,NO
2642,1357,6,2020-05-12 02:31:57.587939700,YES,81,73.0,60.0,52.0,0.0,42.0,NO
7162,1357,6,2020-05-13 18:56:04.824120604,NO,81,81.0,97.0,9.0,50.0,78.0,NO
4811,1357,6,2020-05-15 11:20:12.060301508,YES,39,41.0,71.0,28.0,28.0,35.0,NO
1144,1357,6,2020-05-17 03:44:19.296482412,YES,2,0.0,85.0,0.0,0.0,0.0,YES
5856,1357,6,2020-05-18 20:08:26.532663318,NO,68,19.0,83.0,12.0,0.0,0.0,NO
6902,1357,6,2020-05-20 12:32:33.768844222,YES,31,23.0,98.0,4.0,12.0,34.0,NO
922,1357,6,2020-05-22 04:56:41.005025126,NO,45,59.0,48.0,43.0,27.0,20.0,NO
62,1357,6,2020-05-23 21:20:48.241206030,YES,54,55.0,82.0,17.0,52.0,52.0,NO
828,1357,6,2020-05-25 13:44:55.477386936,YES,76,31.0,90.0,27.0,18.0,58.0,YES
935,1357,6,2020-05-27 06:09:02.713567840,YES,29,25.0,58.0,37.0,27.0,38.0,NO
5768,1357,6,2020-05-28 22:33:09.949748744,YES,96,19.0,83.0,12.0,0.0,0.0,NO
6029,1357,6,2020-05-30 14:57:17.185929648,YES,34,27.0,69.0,24.0,19.0,14.0,YES
4332,1357,6,2020-06-01 07:21:24.422110554,YES,83,33.0,78.0,37.0,29.0,25.0,NO
4977,1357,6,2020-06-02 23:45:31.658291458,YES,66,18.0,61.0,20.0,21.0,22.0,NO
7,1357,6,2020-06-04 16:09:38.894472362,YES,29,33.0,35.0,36.0,37.0,28.0,NO
2009,1357,6,2020-06-06 08:33:46.130653268,NO,41,35.0,48.0,28.0,42.0,23.0,NO
3938,1357,6,2020-06-08 00:57:53.366834172,YES,85,52.0,79.0,40.0,29.0,36.0,NO
7146,1357,6,2020-06-09 17:22:00.603015076,YES,75,83.0,20.0,31.0,2.0,30.0,NO
6959,1357,6,2020-06-11 09:46:07.839195980,YES,45,47.0,83.0,4.0,45.0,43.0,NO
784,1357,6,2020-06-13 02:10:15.075376886,NO,5,0.0,99.0,0.0,33.0,41.0,NO
4736,1357,6,2020-06-14 18:34:22.311557790,YES,63,47.0,74.0,0.0,18.0,43.0,NO
5034,1357,6,2020-06-16 10:58:29.547738694,YES,78,81.0,84.0,6.0,73.0,42.0,NO
1455,1357,6,2020-06-18 03:22:36.783919598,YES,30,28.0,75.0,29.0,57.0,37.0,NO
563,1357,6,2020-06-19 19:46:44.020100504,YES,31,51.0,69.0,44.0,38.0,72.0,NO
560,1357,6,2020-06-21 12:10:51.256281408,YES,3,3.0,97.0,3.0,3.0,5.0,NO
1076,1357,6,2020-06-23 04:34:58.492462312,YES,7,4.0,93.0,4.0,4.0,5.0,NO
955,1357,6,2020-06-24 20:59:05.728643216,YES,20,18.0,66.0,26.0,20.0,26.0,NO
6193,1357,6,2020-06-26 13:23:12.964824122,YES,43,40.0,85.0,15.0,36.0,36.0,NO
3375,1357,6,2020-06-28 05:47:20.201005026,YES,89,82.0,100.0,0.0,2.0,17.0,NO
6340,1357,6,2020-06-29 22:11:27.437185930,NO,59,65.0,78.0,19.0,66.0,49.0,NO
2951,1357,6,2020-07-01 14:35:34.673366836,YES,78,69.0,50.0,50.0,0.0,0.0,NO
4967,1357,6,2020-07-03 06:59:41.909547740,YES,69,46.0,31.0,44.0,46.0,15.0,NO
6247,1357,6,2020-07-04 23:23:49.145728644,NO,24,26.0,89.0,13.0,27.0,19.0,NO
5090,1357,6,2020-07-06 15:47:56.381909548,YES,73,61.0,32.0,27.0,25.0,54.0,NO
5036,1357,6,2020-07-08 08:12:03.618090454,YES,75,78.0,51.0,68.0,69.0,75.0,NO
6553,1357,6,2020-07-10 00:36:10.854271358,NO,52,36.0,29.0,47.0,38.0,22.0,NO
1047,1357,6,2020-07-11 17:00:18.090452262,YES,38,28.0,43.0,45.0,21.0,20.0,NO
4106,1357,6,2020-07-13 09:24:25.326633166,YES,83,30.0,83.0,29.0,29.0,28.0,NO
2564,1357,6,2020-07-15 01:48:32.562814072,YES,83,76.0,82.0,46.0,25.0,26.0,NO
6474,1357,6,2020-07-16 18:12:39.798994976,NO,53,27.0,27.0,33.0,8.0,11.0,NO
1134,1357,6,2020-07-18 10:36:47.035175880,YES,2,4.0,96.0,4.0,7.0,6.0,NO
1200,1357,6,2020-07-20 03:00:54.271356784,NO,55,33.0,45.0,38.0,8.0,15.0,YES
2431,1357,6,2020-07-21 19:25:01.507537690,NO,0,0.0,75.0,28.0,1.0,0.0,NO
1512,1357,6,2020-07-23 11:49:08.743718594,YES,33,33.0,74.0,28.0,33.0,39.0,NO
5161,1357,6,2020-07-25 04:13:15.979899498,YES,55,51.0,28.0,52.0,27.0,33.0,NO
5924,1357,6,2020-07-26 20:37:23.216080402,NO,48,37.0,27.0,28.0,15.0,11.0,NO
